user_id,user_create_date,user_birth_date,user_gender,user_interested_in,days_open,matches,swipes_like,swipes_pass,messages_received,messages_sent,avg_convo_length_msgs,avg_convo_length_days,longest_convo_msgs,longest_convo_days,median_convo_length_msgs,median_convo_length_days,number_conversations,number_ghostings,number_one_msg_conversations
02a7ad3f6f810ea8f87e64ed0b01b69c,2014-05-15T16:09:09Z,1998-08-07T00:00:00Z,M,F,843,776,34592,91094,111,149,2.0849056603773586,8.119314836652691,20,715.4474768518519,1,0,106,12,62
03371ac20f88c9c8843ef140a8704923,2020-01-24T02:45:53Z,2000-11-23T00:00:00Z,M,F,435,2523,8814,58019,2054,2227,3.340248962655602,2.234225257415093,79,252.62988425925928,1,0,1205,137,561
034b3aa648f3c446751ed35583cba991,2020-01-02T04:05:22Z,1991-07-16T00:00:00Z,M,F,325,316,10163,13623,667,924,9.674418604651162,2.314670183749641,238,133.5677662037037,1,0,129,9,60
03846287ef12001853246f9433fbf143,2019-09-01T20:19:14Z,1999-06-26T00:00:00Z,M,F,342,51,4485,3086,154,204,4.338461538461538,2.186949608262108,27,92.03079861111112,2,0.01535879629629629,65,0,28
03c9fb331949c7237651614acd6af8ee,2021-07-22T01:05:25Z,1996-09-19T00:00:00Z,M,F,0,0,0,0,0,0,3,2.937974537037037,11,19.68306712962963,2,1.5046296296296e-4,7,0,3
044d0cbe394c6d182ea0f6cf5e31e0b5,2021-07-09T16:44:43Z,2000-12-13T00:00:00Z,M,F,0,0,0,0,0,0,6.25,0.5453317901234568,57,3.121423611111111,2,0.02961805555555555,24,0,7
0478b4b772a699fc676c7d62653fdcb5,2017-03-08T06:22:55Z,1998-03-01T00:00:00Z,M,F,337,83,8192,3695,488,571,10.418181818181818,6.041722432659932,103,55.8287962962963,2,0.06738425925925925,55,1,21
047b89e2fb091a0b163dc08f437ac4d7,2017-01-21T16:11:55Z,1996-07-12T00:00:00Z,M,F,711,57,1928,33678,224,140,7.15625,3.745185185185185,49,36.35773148148148,4,0.05561342592592593,32,0,11
048c5c3f3b4ca47ed938d2498c1b2ed4,2021-04-13T00:57:00Z,1991-01-01T00:00:00Z,M,F,1,0,0,0,0,0,4.45,1.1241530671296296,52,33.86019675925926,1,0,40,2,25
048dd37565ad9cbc24c163ffedffbf58,2019-09-25T03:28:20Z,1998-02-24T00:00:00Z,M,F,158,94,6724,7899,224,371,7.8936170212765955,5.878984929078017,28,130.03440972222222,6,0.6437268518518519,47,0,3
04a9c4f4c31ed90667a9d54369b353e8,2021-10-13T16:43:32Z,1998-12-24T00:00:00Z,M,F,0,0,0,0,0,0,3.3333333333333335,1.1208487654320989,5,1.9921296296296296,4,1.3704166666666666,3,0,1
050e75190335559b0c53337f0dabe429,2014-06-05T16:27:36Z,1994-02-22T00:00:00Z,M,F,461,182,15843,24107,697,631,5.1138211382113825,1.5961829080096357,74,139.34672453703703,1,0,123,1,61
051a7c11c88f5db3496e2a0d26db0b30,2021-06-23T13:43:54Z,1981-07-12T00:00:00Z,M,F,0,0,0,0,0,0,2.75,1.5031230709876544,14,15.13613425925926,1,0,12,3,7
0573c4647e45ca04cc6b6e75d9d8242f,2021-03-23T18:11:28Z,1992-08-10T00:00:00Z,M,F,2,4,182,251,55,71,18,0.09437789351851852,46,0.34065972222222224,23,0.03680555555555556,4,0,1
064837ad9fbfa930bacef38212c46b12,2020-06-26T01:09:46Z,1993-08-28T00:00:00Z,M,F,107,78,381,1328,3151,3307,42.7816091954023,1.8156611856108984,1548,47.99893518518518,2,0.06743055555555555,87,0,33
0691682dcf631e68e87a71eda567bc71,2021-04-29T13:51:47Z,1999-03-12T00:00:00Z,F,M,0,0,0,0,0,0,9.210191082802549,2.1631039160179277,165,50.70885416666667,3,0.04010416666666667,157,49,18
06aa963a8a10585ba467b7748284c7f3,2021-02-21T17:51:20Z,1997-08-21T00:00:00Z,M,F,25,1,1306,1295,0,1,1.8571428571428572,0.7791137566137566,3,3.002407407407407,2,0.364375,7,0,3
071c1420cb3eb5f45f5511f397726f3e,2021-07-06T04:32:39Z,1996-01-29T00:00:00Z,M,F,0,0,0,0,0,0,2.5,1.3946516203703705,10,7.070995370370371,1,0,10,0,7
07288cdd5b93614048f6775f65f07be5,2017-07-27T08:39:01Z,1990-11-20T00:00:00Z,M,F,382,114,14627,14587,276,553,10.323076923076924,13.717330662393165,125,468.0525462962962,2,0.00118055555555555,65,3,23
07458e73c4b554e03bd95cecd4e1aa21,2021-01-11T19:18:49Z,1994-03-11T00:00:00Z,M,F,45,2302,31247,308,8137,9982,4.159233013755731,1.1271945920753998,322,35.149675925925926,1,0,2399,26,1502
075a6a1290e9b25acab78014de8ca6d7,2015-01-20T22:34:38Z,1995-03-30T00:00:00Z,M,M,718,1096,12259,32370,1206,1047,5.354166666666667,1.4815737847222217,67,39.9675462962963,1,0,240,53,82
07b60ba8e2f160140972c0046c369df3,2020-01-25T19:06:57Z,1997-09-07T00:00:00Z,M,F,125,20,1628,16693,152,333,51.55555555555556,1.5680150462962965,550,12.16866898148148,10,0.28930555555555554,18,0,3
0803a210f1121f30a8c739878a348808,2014-06-12T17:56:12Z,1999-11-25T00:00:00Z,M,F,1206,4821,108872,43106,9531,9724,9.233396584440229,4.21215148200857,179,605.9036689814815,2,4.629629629629e-5,1054,353,154
08360cdb8aa0db9c1996996dc9c1b13b,2021-08-13T23:40:56Z,2002-09-05T00:00:00Z,M,M,0,0,0,0,0,0,24.458333333333332,0.5371204668209877,70,4.518344907407408,26,0.07627314814814815,24,0,3
08473dc6cd1a5cc85cb8f3ad414259bd,2021-09-14T20:58:33Z,2003-05-11T00:00:00Z,M,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0884f22966992c60d675c891e4a6a989,2021-09-16T16:32:10Z,2001-11-07T00:00:00Z,M,F,0,0,0,0,0,0,18.5,0.3321238425925926,35,0.6637731481481481,35,0.6637731481481481,2,0,0
089943bb32808df713f1b36b4889299b,2021-05-18T22:27:57Z,1998-10-28T00:00:00Z,M,F,0,0,0,0,0,0,2.9510489510489513,1.063431834369334,14,30.249270833333338,2,9.259259259259e-5,143,5,22
089f156439148cb84dbf5c68a8f7713a,2019-09-17T11:22:18Z,2000-01-06T00:00:00Z,M,F,415,114,14787,13225,949,980,9.955223880597014,2.2307310668877833,120,117.7225,3,0.02016203703703703,134,4,46
094389961e41af5e1edf68cb19430c6d,2021-08-23T08:11:02Z,1998-10-09T00:00:00Z,M,F,0,0,0,0,0,0,4.75,0.10841145833333334,14,0.433287037037037,2,1.9675925925925e-4,4,0,1
099bb657cd2282bbafc98532bc284949,2021-01-27T15:13:38Z,2000-12-19T00:00:00Z,F,M and F,76,309,911,51383,7377,5984,22.973469387755102,1.9221035525321264,1389,198.40958333333333,3,0.02230324074074074,490,37,136
0a2a21ff1aa8954728457d77db490c35,2021-06-17T19:57:14Z,2003-06-24T00:00:00Z,M,F,0,0,0,0,0,0,3.25,0.02200231481481481,9,0.06341435185185185,2,0.02459490740740741,4,0,2
0a32c88fd0a642b6227a47b268d8130b,2015-07-18T23:23:16Z,1999-08-30T00:00:00Z,M,F,1254,424,70063,25954,71,34,1.03125,0.0118580005787037,9,0.22467592592592592,1,0,32,14,12
0a4d4178571ee92830da3ce13973f26f,2020-08-09T22:30:25Z,1986-11-30T00:00:00Z,M,F,231,20,659,9488,62,58,29,34.01197337962963,46,67.96400462962963,46,67.96400462962963,2,0,0
0a5e3dd8489fe67485ddb7d6adb26ebd,2019-07-01T19:17:54Z,1998-02-06T00:00:00Z,M,F,245,548,6679,5500,1152,1291,4.254125412541254,3.4654790444322208,33,295.28341435185183,2,0.03371527777777777,303,17,106
0ad0670a7be2383c95541c27b5bbe4cf,2020-04-23T19:46:22Z,2002-04-19T00:00:00Z,M,F,232,255,4675,13741,1425,1476,14.877551020408164,3.5786872874149673,170,120.90945601851853,7,0.5329513888888889,98,1,18
0b3b3b8ff62da70443889b8f02c43bbe,2019-05-20T00:21:01Z,1988-04-29T00:00:00Z,M,F,534,1486,34743,79048,1328,1422,4.130434782608695,1.4523858360171775,90,122.23795138888887,1,0,345,117,75
0b67ffc3b60be8ea68208250358fa61b,2021-06-17T16:11:18Z,1994-05-11T00:00:00Z,M,F,0,0,0,0,0,0,7.297297297297297,2.6636036036036046,35,15.501087962962965,3,0.949085648148148,37,0,5
0b80dee11c20dfb354d2845c2776f539,2021-07-22T11:58:35Z,1987-08-03T00:00:00Z,M,F,0,0,0,0,0,0,1,0,1,0,1,0,4,0,4
0b99bec6465408c90bd3d68cd499a98a,2021-05-09T15:41:05Z,2001-02-25T00:00:00Z,M,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0bc12445a88a90393bbc1e45047b0ee7,2020-09-15T01:33:28Z,1996-10-12T00:00:00Z,M,F,142,149,2330,66106,281,223,3.4153846153846152,1.320236467236467,25,10.013657407407408,2,0.3041203703703704,65,1,27
0bf411a8688348c4c3db5285d243690e,2021-04-09T19:32:16Z,2000-02-09T00:00:00Z,M,F,5,1,296,1872,0,2,2,5.5555555555555e-4,2,5.5555555555555e-4,2,5.5555555555555e-4,1,0,0
0c2dd8debf44257f425048c6e0d5807b,2021-06-22T00:46:41Z,1994-07-27T00:00:00Z,M,F,0,0,0,0,0,0,3.282608695652174,0.4015111714975846,16,5.5854282407407405,1,0,46,0,29
0c40d224a9fb85e31f68546a7576232c,2021-03-08T11:40:00Z,1992-01-25T00:00:00Z,M,F,36,49,844,5762,532,679,18.67924528301887,4.567927367225717,322,70.93188657407407,3,0.24579861111111112,53,1,14
0c46bf9607e9c00b6ca75fa706d0b881,2020-05-25T20:24:45Z,1995-12-21T00:00:00Z,M,F,248,323,18223,47114,1968,1827,5.64797507788162,4.3491394080996875,57,61.82667824074074,4,1.4673726851851852,321,2,54
0c6df9bb60b63eb0b5c38264f33d8bab,2020-11-29T22:04:18Z,1996-03-13T00:00:00Z,M,F,87,292,26281,2209,1078,1150,8.742424242424242,0.8238544297138047,205,42.96063657407407,1,0,132,35,49
0d10a0682b9ef7147fe1cc4ccbcd68d7,2019-03-05T04:06:05Z,1997-11-02T00:00:00Z,M,F,451,151,6940,21576,359,503,3.7071428571428577,8.775839616402118,35,187.7383217592593,2,1.1574074074074e-4,140,0,68
0d4390c088f1d009ebfde10e41732a39,2019-03-07T18:25:42Z,2000-07-09T00:00:00Z,M,F,406,126,36565,34844,201,242,2.988888888888889,0.5569161522633744,38,8.947314814814815,1,0,90,6,43
0d517ed76a1575a1e8f8074c295d45b2,2020-10-03T22:25:19Z,1996-04-24T00:00:00Z,M,F,188,216,8659,38442,937,1054,4.017142857142857,1.729843716931215,58,200.110625,2,5.787037037037e-5,350,60,113
0d7f434fbfe43edd5fcf70c055f05a55,2014-08-20T13:43:21Z,1995-07-10T00:00:00Z,M,F,1703,4006,79113,19153,7391,7529,10.31489675516224,6.178499842947667,657,627.3849074074074,2,0.01325231481481481,1356,150,425
0de35388231ccfc92f5c5972c95ebeae,2021-01-31T20:51:36Z,2002-02-20T00:00:00Z,M,F,57,182,1920,2271,572,668,10.661764705882351,1.815113187636165,99,91.9318287037037,5,0.02525462962962963,136,6,28
0e47097be2116331eb3e2ddccbb4a925,2015-10-12T19:29:37Z,1992-12-31T00:00:00Z,M,F,233,286,78121,1984,140,290,2.2325581395348837,4.091565281366638,24,155.96163194444443,1,0,129,2,81
0e517b74ab2def0782a63f409078f923,2021-02-06T19:53:18Z,1979-10-11T00:00:00Z,M,F,48,16,1064,1887,12,12,2,0.30321180555555555,4,1.818530092592593,3,3.125e-4,6,2,0
0e79be0f121bee1463cdfacf7124aa20,2019-07-26T08:28:21Z,1988-09-24T00:00:00Z,M,F,419,253,2827,5320,862,567,9.8,14.54172667378917,78,486.1910069444445,4,2.100532407407407,65,0,18
0e955a18aa4bc96924c75cb55d5860ac,2017-09-03T22:06:14Z,1990-12-08T00:00:00Z,M,F,990,389,37964,101100,602,613,7.213483146067416,1.0470179203079484,130,10.27761574074074,2,0.00267361111111111,89,10,32
0eb998fdde77f9c123c07eace18a5cc1,2017-11-17T23:30:37Z,1996-11-10T00:00:00Z,M,F,702,1905,60169,96673,6052,5527,6.8244746600741655,1.924995893993499,444,198.39097222222225,3,0.09177083333333332,809,13,296
0eca8093c25f83a8c999a592c14add05,2015-05-09T11:36:15Z,1993-01-19T00:00:00Z,M,F,1066,615,51812,103156,2304,2490,9.833333333333334,2.3861091106538628,269,175.14796296296296,2,6.944444444444e-5,324,4,156
0f0b1b4709811a1653dc050ed8192984,2020-12-14T23:51:16Z,1990-01-01T00:00:00Z,M,F,3,8,292,413,11,19,2.25,0.15666377314814817,5,0.6265162037037038,2,1.3888888888888e-4,4,0,2
0f110fdbe051dab1a7bbae9fb69c02df,2019-04-01T21:26:08Z,1989-09-06T00:00:00Z,M,F,614,277,8486,25689,4688,6946,37.836158192090394,10.360783375183091,475,353.0635300925926,16,0.6532523148148148,177,4,40
0f7bd8ff3b1abc2d70a96c3d5e72830c,2021-03-25T23:24:42Z,1992-10-08T00:00:00Z,M,F,19,15,1467,804,372,360,27.8125,1.4886161747685185,133,8.803217592592592,3,0.2198726851851852,16,0,2
0f9753e59e69c0965c2418d56d047676,2014-02-02T05:39:56Z,1993-02-19T00:00:00Z,M,F,923,998,35037,35290,2350,3371,9.535064935064936,2.660692670755169,148,303.1005787037037,3,0.01149305555555555,385,6,99
0f9ecf65b113bb8bbff9b1e997913eba,2020-04-20T18:46:36Z,1997-04-09T00:00:00Z,M,F,123,77,12821,47366,75,127,2.918918918918919,1.619120995995996,23,42.03353009259259,1,0,37,1,18
10200ebb8a674c7ac59333e7f98b4ca9,2020-09-05T12:19:53Z,1977-06-30T00:00:00Z,M,F,219,166,13513,21050,1429,1064,6.794444444444444,1.4627357896090527,124,22.150659722222223,2,7.0601851851851e-4,180,4,72
102c3f7e715e2e638e4cd9161c9e2dae,2019-07-06T02:40:38Z,1996-07-17T00:00:00Z,F,F,178,80,8348,1021,104,104,4.7272727272727275,1.1531092171717172,26,7.152615740740741,2,0.0040162037037037,22,0,11
105cef742720596e6da33b3c17e51cea,2017-05-05T03:15:27Z,1996-10-30T00:00:00Z,M,F,696,218,24516,33796,609,670,7.315789473684211,2.0041130604288497,208,72.17511574074074,1,0,95,16,39
10a8c197447a3991d64136b315d6e87e,2014-03-06T04:38:38Z,1994-04-16T00:00:00Z,M,F,336,203,22552,5477,2246,2265,22.688524590163933,2.703524305555555,808,98.05552083333332,5,0.24641203703703704,122,4,30
10b2097badb646a0e1147c24fccfedfb,2021-01-20T17:57:25Z,1999-11-02T00:00:00Z,M,F,81,1368,89848,12944,6432,11988,8.846153846153847,2.391766984881903,133,27.833483796296296,3,0.00203703703703703,403,15,99
10bf2c1487d2d20895d101722961622b,2021-06-19T18:25:21Z,1999-11-05T00:00:00Z,M,F,0,0,0,0,0,0,0.4705882352941176,1.4944172113289e-4,3,0.00487268518518518,0,0,34,24,6
10e11d6c79dd5522e8fc362bcc844bcc,2016-09-18T00:53:29Z,1998-05-02T00:00:00Z,M,F,1231,1769,45692,31464,1858,2065,5.454987834549878,5.338266817608366,126,597.2462962962964,2,4.8611111111111e-4,411,14,163
10e6c947e1bac22a32dfe5142fe9a243,2019-12-30T01:18:33Z,1992-06-25T00:00:00Z,M,F,49,85,4412,1286,127,104,4.9523809523809526,0.16236992945326278,36,1.600474537037037,1,0,21,2,9
10ee95b0d8aaa9dea5a94c88fc512621,2013-05-11T05:57:32Z,1992-10-14T00:00:00Z,M,M,1097,5004,47540,50337,3220,2682,2.681393372982158,13.048576497057828,91,1510.2248842592592,1,0,1177,261,496
11629739155f074792d92e9ce585b9d1,2021-10-06T09:10:01Z,1993-11-22T00:00:00Z,M,F,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
12ab4e0508ee7981c9aa93f2ccd1a7a3,2019-08-29T02:53:08Z,1990-04-10T00:00:00Z,F,M,372,1367,3091,26783,2759,2281,5.909326424870466,2.89482947730762,106,136.9395949074074,2,0.00109953703703703,386,78,102
12f3fad3d3307e75c646ae12493d5b44,2013-12-01T13:59:31Z,1993-11-09T00:00:00Z,M,F,991,1807,39514,9368,197,199,2.9554140127388533,5.771622508256666,73,485.99230324074074,1,0,314,55,128
1343910ac11737e06691b18484b28aea,2018-07-15T22:17:39Z,2000-06-23T00:00:00Z,F,M and F,253,291,739,29144,1112,834,6.648,0.4051821296296296,224,6.924594907407408,1,0,125,36,28
13686a2ede867585d527e8b53e1f9c44,2020-07-15T17:53:38Z,1999-07-02T00:00:00Z,M,F,268,408,10186,34112,3661,4401,9.884210526315789,1.0461003898635477,307,46.93106481481482,3,0.03318287037037037,570,2,221
13b25666480a8eda5d534c20724a6791,2021-08-11T14:49:25Z,1999-04-14T00:00:00Z,M,F,0,0,0,0,0,0,10.333333333333334,0.4153703703703704,27,0.8009259259259259,3,0.4451851851851852,3,0,1
13b392a9f7f282efe2b4a009e1927ca0,2013-09-10T22:12:00Z,1969-11-17T00:00:00Z,M,F,423,429,7913,4653,280,247,1.8435754189944136,3.4967636561142164,78,249.32630787037036,1,0,179,81,59
13e46b1fdc4b50357865832b994a29de,2019-05-17T00:00:45Z,1999-01-13T00:00:00Z,M,F,413,431,14928,25696,1201,1613,6.911504424778761,5.10521319854146,61,233.85177083333335,2,0.00853009259259259,226,5,86
1429e542fc9135be6f100bac9766c698,2020-07-26T06:31:54Z,1993-01-06T00:00:00Z,M,F,32,17,2485,1446,496,557,39.785714285714285,1.048753306878307,314,4.651875,7,0.1756712962962963,14,1,0
144a2f98a16f208f5a90cd0a5f253bcf,2020-02-29T19:15:10Z,1991-09-28T00:00:00Z,M,F,155,24,1455,1967,49,63,5.461538461538462,2.2757843660968664,16,23.168194444444445,1,0,13,0,7
146bf047cfbbd7e6ad3b734350ae3b1f,2020-03-29T22:52:29Z,1998-08-10T00:00:00Z,M,F,360,683,6348,349835,4403,4987,19.996,0.7734118055555557,242,10.988125,6,0.07037037037037037,250,23,7
14f8e0e0b2b9be816faa9e9ea544d413,2021-07-03T04:09:02Z,1997-06-13T00:00:00Z,M,F,0,0,0,0,0,0,7.045454545454546,3.4546622474747477,27,47.504583333333336,2,0.00103009259259259,22,0,10
15bad1926e902149ca19fe4dbe184eee,2020-01-06T20:15:35Z,1989-03-24T00:00:00Z,M,F,184,85,10431,5086,416,462,8.4,2.6975742845117843,229,35.51677083333333,2,0.00211805555555555,55,1,25
15d02153d1a811b213cff1a74bb630a2,2021-03-25T04:23:17Z,1992-11-02T00:00:00Z,M,F,14,22,1468,203,63,94,5.135802469135802,0.32528992341106544,66,8.463043981481482,2,1.7361111111111e-4,162,7,61
15d033bb9b09fbc4b85cf5b01c4d507b,2021-07-03T01:45:49Z,2000-07-09T00:00:00Z,M,F,0,0,0,0,0,0,5,0.23121078634604753,68,5.036469907407407,1,0,67,2,34
15db817929a8617e226df7a81b72a8f9,2021-10-04T18:13:58Z,1992-10-28T00:00:00Z,M,F,0,0,0,0,0,0,24.5,0.7406886574074074,48,1.4813773148148148,48,1.4813773148148148,2,0,1
15e3cfd8413095cfc9f8cafdb2b54891,2018-07-09T23:31:04Z,1999-04-16T00:00:00Z,M,F,393,1344,12409,8860,439,292,2.056338028169014,4.777020083463743,24,276.57974537037035,1,0,142,37,57
15ff101ff43e45213ce5095bbf2eb0ae,2019-07-06T05:02:10Z,1988-09-01T00:00:00Z,M,F,262,930,20028,9138,3012,3102,6.329113924050633,2.0146970229723395,70,54.11240740740741,2,2.199074074074e-4,79,1,37
160dae1bf017f6109584bc5d11595428,2014-08-15T03:06:40Z,1988-03-01T00:00:00Z,M,F,1551,23758,198373,41303,55608,61881,5.856905552918842,19.88074207740799,253,1473.4255787037036,3,0.13813657407407406,12642,616,2663
16191c83886a826e103eddc952ac0524,2020-06-19T07:52:28Z,1999-02-06T00:00:00Z,M,F,202,1537,17484,31410,1207,991,2.5653333333333332,0.4362101234567899,87,40.99119212962963,1,0,375,120,133
16a22fdad3de24d72d8509711c454ffb,2017-08-23T15:02:46Z,1998-01-29T00:00:00Z,M,F,1035,13104,208304,195912,31804,29888,20.350951374207188,6.2289126487745685,560,870.492800925926,6,0.4299537037037037,473,4,104
16a43efd769cbd6bc413c5d6216a9b2f,2020-11-16T06:31:32Z,1998-05-19T00:00:00Z,M,F,38,43,467,1742,277,317,13.782608695652174,3.722266002415459,82,18.75394675925926,5,0.5258217592592592,23,1,1
16b94a53cd7a954196b36ec3655c029b,2021-05-22T14:46:43Z,1991-12-06T00:00:00Z,M,F,0,0,0,0,0,0,4.6571428571428575,1.076165154950869,38,27.194861111111113,2,0.02265046296296296,245,6,86
16d1e23daa9692d9cdaa2f0e3236da1f,2021-08-03T08:06:09Z,1998-05-30T00:00:00Z,M,F,0,0,0,0,0,0,4.333333333333333,12.967685185185184,7,23.89009259259259,5,15.012962962962964,3,0,1
1707d68439108206ed62a80d7288d897,2019-01-06T01:46:33Z,1995-05-27T00:00:00Z,F,M and F,100,210,1991,19730,888,821,9.773809523809524,3.2283691578483236,94,116.48510416666667,2,0.01594907407407407,84,14,22
1746540fcc00b58425678fe830e520c5,2015-07-05T23:23:15Z,1988-07-25T00:00:00Z,M,F,1510,1702,46038,27399,4283,4406,7.210843373493976,5.041710139167782,282,565.5782870370371,2,7.2916666666666e-4,664,8,309
175725c8236a6514c4afb606b5fb50c2,2014-09-08T06:12:54Z,1996-08-20T00:00:00Z,M,F,520,306,33391,7014,752,1074,5.210970464135021,11.345055086732298,174,636.8809143518519,1,0,237,17,105
179554148e4beb1e2aa1762f9a43a916,2021-08-19T01:46:58Z,2002-06-07T00:00:00Z,M,F,0,0,0,0,0,0,3.4,0.5207486772486772,33,6.253946759259259,2,5.787037037037e-5,35,5,11
17ba997d0f1e58349429c1084729dfc5,2019-10-26T14:33:20Z,1996-09-29T00:00:00Z,M,F,294,234,4751,6241,881,943,10.16842105263158,4.47317580409357,121,141.67467592592592,3,0.01153935185185185,95,3,30
1843276ca76cfc6be06424333b1c0436,2021-05-11T00:48:54Z,1997-03-22T00:00:00Z,M,F,0,0,0,0,0,0,4.916666666666667,2.925067515432099,18,14.878981481481482,3,1.159074074074074,24,0,2
185c440c8ee6e6838e2ae7e77622cebc,2020-10-18T16:48:31Z,1996-01-16T00:00:00Z,M,F,75,92,15343,1955,437,581,8.271428571428572,0.8731064814814816,88,10.166979166666666,3,0.02576388888888888,70,2,16
18e412f7b94d3b541c05842f6bd7ac0c,2021-03-20T09:54:33Z,1997-08-14T00:00:00Z,M,F,7,5,1210,188,71,89,22.5,1.7768750000000002,44,5.361412037037037,27,0.9521064814814816,4,0,1
1940bf7e8af948ff0fa69f40f2dc5697,2020-11-21T02:46:38Z,2000-08-16T00:00:00Z,M,F,88,87,1869,5389,195,195,3.262295081967213,0.4229411429872495,12,6.892048611111111,2,0.02598379629629629,61,3,22
1958b06cc28c78a2b7517e342a788bad,2020-09-09T06:33:16Z,1993-10-06T00:00:00Z,F,M,143,156,1142,93050,337,290,8.285714285714286,2.26285085978836,78,23.05069444444445,2,0.00503472222222222,35,5,9
19707c03dbf7a0e07f70fc65968b6dd4,2020-02-08T07:31:06Z,1998-01-21T00:00:00Z,M,F,263,7,2760,4526,0,7,4.518518518518518,0.3339214677640604,34,2.8870138888888888,2,1.2731481481481e-4,27,0,13
19a0fb3d0ee7bc5d1d94f18c0adf587f,2018-10-10T17:54:25Z,1995-08-16T00:00:00Z,M,F,787,483,34364,166098,3954,5380,14.804407713498623,8.14792176818692,401,545.3439814814815,4,0.04702546296296296,363,3,98
19b418ce85ee67f92141aa08ac81fe09,2015-07-21T11:27:25Z,1990-10-05T00:00:00Z,M,M,1549,1833,46365,148777,3684,3908,10.764851485148515,8.776449194398603,203,1613.9349305555556,4,0.02174768518518518,404,61,77
19fbe8caeaa5cddb8ceb32dfb0ba4bfa,2016-03-18T00:11:14Z,1996-03-11T00:00:00Z,M,F,917,457,54673,15787,947,933,4.849557522123894,5.348572240658799,86,515.0946643518519,1,0,226,2,115
1a1ec35c46befb52573881b099e61fbc,2020-08-28T17:47:28Z,1999-08-30T00:00:00Z,F,M,107,1012,1984,366300,1816,500,1.72,0.09383185185185185,107,2.127291666666667,0,0,125,112,2
1a528ca809d836bc97da7b9602565622,2021-04-17T01:57:41Z,1992-10-19T00:00:00Z,M,F,0,0,0,0,0,0,3.111111111111111,1.1051382458847736,11,4.2853125,2,0.20421296296296296,18,0,9
1a6bc90a124bed79741b441929c4d365,2016-01-01T09:30:07Z,1976-01-01T00:00:00Z,F,M,463,3295,25138,22748,3164,3460,10.127906976744184,15.81979696023543,133,533.1965856481481,3,0.09938657407407409,258,27,75
1a797d0c68e3f3800298f08173b9f147,2020-03-30T14:44:58Z,1998-09-19T00:00:00Z,M,F,48,40,5296,7959,648,427,17.625,3.855886381172839,69,24.687881944444445,13,1.280185185185185,24,0,5
1a80f3abfb235c0e3e9e630763698fd2,2015-04-12T18:14:47Z,1987-11-05T00:00:00Z,M,F,1225,683,4336,60561,2183,2185,20.06,12.831947916666673,135,792.4558333333333,7,0.967175925925926,100,3,16
1a8362c6036b6ee18cd88cbbfd77bb80,2021-06-12T02:12:24Z,2002-04-16T00:00:00Z,M,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
