ID,user_create_date,user_birth_date,user_gender,user_interested_in,education,schools,jobs,instagram,spotify,city,country,filter_min_age,filter_max_age
1f4873925d958cab973bc21385bc956e,2019-10-16T13:48:37Z,2001-05-18T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,FALSE,Sint-Martens-Latem,Flanders,18,19
2fa5e046d9413c4b0060b3c4db72365b,2019-01-24T07:59:15Z,1997-12-12T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_10457"",""name"":""University of Technology, Sydney""}]",[],TRUE,TRUE,Cabramatta,NSW,18,25
23dbb328ffd9e2fed0e012b922b7f6b2,2020-05-22T16:32:23Z,1995-08-13T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,21,29
2930549c4925f1271dea905177e00449,2020-01-02T02:12:34Z,2000-02-28T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_12168"",""name"":""University of Calgary""}]",[],FALSE,FALSE,NA,NA,18,22
270ce10926b5753f21f23d1233717384,2020-03-31T11:49:41Z,2001-08-30T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,18,22
24b34e806295a8d845787297c1701a83,2019-09-23T14:57:47Z,1994-03-12T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_16617"",""name"":""Università commerciale Luigi Bocconi""}]",[],FALSE,FALSE,NA,NA,18,1000
44ad386e4d315e8efc7dd2e6ddb0df15,2018-04-30T22:30:52Z,1982-02-11T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""Washington and Lee University""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Physician""}]",FALSE,FALSE,NA,NA,23,43
380391c66f76c2f858d393314171b154,2020-05-08T00:14:19Z,1992-05-06T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,TRUE,NA,NA,23,32
41710353e1db856531fde70c26660a19,2018-05-23T00:57:52Z,1999-06-30T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_124500"",""name"":""Mt San Antonio College""}]",[],FALSE,TRUE,Newport Beach,CA,22,27
4245f5c0db08dd6d55acf3f7ca17b736,2019-03-30T03:17:31Z,1999-03-23T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_12150"",""name"":""SAIT Polytechnic""}]",[],FALSE,FALSE,NA,NA,18,22
454113adff582118a15241c378c26b08,2018-09-27T04:19:41Z,1989-12-23T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,TRUE,Indianapolis,IN,20,35
532f0eaeccfd3cfc16c3f19c01986d37,2016-01-01T09:30:07Z,1998-01-01T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":false,""name"":""MIT""}]","[{""companyDisplayed"":false,""titleDisplayed"":false,""title"":false}]",FALSE,FALSE,Oslo,Norway,21,35
4f26f7cc49a287a6c05379c899640e66,2013-09-30T08:26:55Z,1984-09-14T00:00:00Z,M,F,Has high school and/or college education,NA,"[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Scientist""}]",FALSE,TRUE,NA,NA,18,34
4ad5952d20a1b415d90767f63faa8d35,2014-06-22T18:41:47Z,1995-08-07T00:00:00Z,M,F,Has high school and/or college education,[],[],FALSE,TRUE,NA,NA,20,29
51fc9e218bb9785ef8a6814e282cf8d8,2016-02-15T13:35:24Z,1995-07-08T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,TRUE,NA,NA,18,1000
53f6bdb7eeb0c0eedf8dbf5c271ff887,2017-12-12T06:15:33Z,1999-11-24T00:00:00Z,M,F,Has high school and/or college education,[],[],FALSE,TRUE,NA,NA,18,1000
5862323c0e2699aad17a79418a0709a6,2016-07-14T17:23:00Z,1995-05-08T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""Hyper Island""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Product designer""}]",FALSE,TRUE,Paris,France,18,28
59ac56fc75373a1228759057df2aa401,2019-06-21T18:09:44Z,1990-05-09T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,Lyon,France,22,31
5861915cf3690b6a5c8e6ebebbc134de,2015-01-21T06:23:11Z,1986-09-28T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""name"":""Carnegie Mellon University, St. Thomas TX""}]",[],FALSE,FALSE,NA,NA,22,33
5c7af04e285da1475c2348cec80b49ea,2019-10-21T20:54:55Z,1997-05-14T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,FALSE,NA,NA,20,24
5abd4f7ec9779bbd8a961a4aab26b4b1,2019-12-10T20:34:26Z,2000-05-19T00:00:00Z,M,M,Has no high school or college education,"[{""displayed"":true,""name"":""Ecole pour l'Informatique et les Techniques Avancées""}]",[],FALSE,FALSE,NA,NA,18,28
53fbeac29abbe82a1b778ab236e9ecb7,2016-08-03T08:08:12Z,1982-10-29T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""id"":""107674515922630"",""name"":""University of British Columbia"",""type"":""College"",""year"":""2005""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Sr. Director""}]",TRUE,FALSE,NA,NA,18,41
5e74c3d604ed70dd473c784d040fdbdc,2019-04-22T19:14:27Z,1989-01-01T00:00:00Z,M,F,Has no high school or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Architecte IT""}]",TRUE,FALSE,NA,NA,24,45
607f0ad12c1efcaddc6de05081c2376e,2019-03-09T16:22:46Z,1998-06-27T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_12204"",""name"":""University of Western Ontario""}]",[],FALSE,FALSE,NA,NA,18,45
62292fba3e9dd9af3827c98c3500912b,2020-02-29T22:50:49Z,1997-07-04T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Richmond,VA,19,30
62325f1c561e603ccebfdcb432dda0e8,2015-05-02T06:52:51Z,1989-07-30T00:00:00Z,M,F,Has no high school or college education,[],"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Software Developer""}]",FALSE,FALSE,NA,NA,27,35
64762212f3f8897c359f19cb3012860d,2020-06-25T14:43:10Z,1992-01-01T00:00:00Z,F,M,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,26,32
72bbe06cfd45e7607593a2b21038eccc,2018-09-13T18:44:49Z,1994-08-15T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,London,England,18,30
63f8a7720b76ead4114b8c9fdfe2648a,2019-04-29T02:07:10Z,1996-10-31T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_280300"",""name"":""Rensselaer Polytechnic Institute""}]",[],FALSE,FALSE,San Diego,CA,22,28
75fc16a59b2f777aa2c616dc3d58188e,2018-06-24T19:26:38Z,1998-07-27T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,TRUE,Cherbourg-en-Cotentin,France,18,21
7921cd7e02c0ca9c32615ec7b25d9cac,2016-06-09T17:37:52Z,1996-01-19T00:00:00Z,M,F,Has high school and/or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Web Developer""}]",FALSE,FALSE,Jyväskylä,Finland,18,28
7326d844ed769b1d987634d2a3ca18b9,2014-09-15T21:35:39Z,1993-11-19T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""name"":""Université Nice Sophia Antipolis""}]",[],TRUE,TRUE,NA,NA,18,29
86f950ce43d7e88e291b5a0e0ecffca3,2019-08-20T23:19:20Z,2000-07-09T00:00:00Z,M,F,Has no high school or college education,NA,[],TRUE,FALSE,São Paulo,Brasil,18,24
85c75c0bba5d0afbc4919e0797017e92,2018-11-11T07:44:57Z,2000-04-06T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""University of Washington""}]",[],FALSE,TRUE,NA,NA,18,24
837357a86c027d481d25d201945de076,2020-05-28T13:33:28Z,1996-11-29T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,18,26
7e29bf29d8ef02ecd97bdc5cf250b2a5,2019-10-19T08:43:51Z,2001-07-25T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_448000"",""name"":""De Anza College""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Barista""}]",FALSE,TRUE,Santa Clara,CA,18,22
8077faeaa4104af4f88db4c660e90371,2014-10-19T20:29:07Z,1985-10-06T00:00:00Z,F,M,Has high school and/or college education,[],[],TRUE,FALSE,Kiel,Schleswig-Holstein,26,42
9c16cf2b40aaf1a2b0b535d80f041eb6,2019-02-16T22:38:35Z,1994-02-07T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""Norwegian University of Science and Technology""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Student""}]",FALSE,FALSE,Trondheim,Norway,20,35
879d7037342891ec4380dcfd065f73c0,2015-01-03T06:03:50Z,1994-08-11T00:00:00Z,F,M,Has high school and/or college education,"[{""displayed"":true,""id"":""21591025194"",""name"":""The University of Melbourne"",""type"":""College""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Analyst""}]",TRUE,TRUE,Carlton,VIC,24,28
87e6d3f89512c27673db4fff99f8a7d8,2019-08-04T17:46:51Z,1988-01-18T00:00:00Z,F,M,Has no high school or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Medical Care Technician""}]",FALSE,TRUE,Richmond,Texas,27,37
872f5e29fe4d3d43de952222babb8a7d,2019-01-24T21:27:22Z,1992-04-24T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""HTW""}]",[],FALSE,FALSE,NA,NA,22,26
98dbfdbe60e16880422a8a0a9328580b,2019-10-30T00:03:47Z,1996-08-16T00:00:00Z,F,M,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,24,35
a89268f6a1fae754a687a2105a9427a5,2020-01-04T23:24:04Z,1990-05-14T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Dublin,Ireland,26,34
a6da6da01b344f257a360643de319f3b,2019-06-25T08:47:26Z,2000-06-19T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_113700"",""name"":""California State University, Fullerton""}]",[],FALSE,FALSE,NA,NA,18,22
a4af1796e32b82dca8227c1f92fddcd0,2019-03-13T11:24:06Z,1996-10-17T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,Skive,Denmark,18,32
a996c47c51c05d5822a75686bbc9f996,2019-01-10T00:58:58Z,1994-08-02T00:00:00Z,M,F,Has no high school or college education,[],"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Chemist""}]",FALSE,FALSE,Batesville,Arkansas,23,33
b98535635fe77db6324d881ac92190e5,2013-11-12T09:30:07Z,1992-11-01T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""name"":""NTNU - Norges teknisk-naturvitenskapelige universitet""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""CEO""}]",TRUE,FALSE,NA,NA,20,25
af571eb968ef03a34130778b447b77f9,2014-09-06T22:01:31Z,1994-06-10T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,18,42
9c68e3638e8bb205ab8fccfe54d484e7,2018-11-09T18:26:54Z,2000-05-26T00:00:00Z,M,M and F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_134800"",""name"":""Colorado School of Mines""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Research Assistant""}]",TRUE,TRUE,NA,NA,18,24
b4be096eaaf8ca70dc4d22e31f6b7e44,2020-02-19T03:49:07Z,1996-12-26T00:00:00Z,M,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_177500"",""name"":""University of Illinois at Urbana-Champaign""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Software engineer""}]",FALSE,FALSE,NA,NA,18,33
a714289aca7ba7497a6560a2fea72ae3,2015-04-13T01:42:24Z,1998-03-12T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""id"":""23502910767"",""name"":""James Madison University"",""type"":""College""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Technology Analyst""}]",FALSE,TRUE,Vienna,VA,18,1000
aecfacc0295ca6880981402f4e286926,2019-04-26T00:45:20Z,1995-07-30T00:00:00Z,F,M,Has no high school or college education,NA,"[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Brow Waxing Expert""}]",TRUE,TRUE,NA,NA,25,32
cccce00c77b648c501d899b99ad119c0,2017-02-06T12:53:08Z,1995-10-26T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""metadata_id"":""ope_113700"",""name"":""California State University, Fullerton""}]",[],FALSE,TRUE,Garden Grove,CA,21,25
ceac22053c90d851cafce5be116570ba,2020-02-08T18:03:19Z,1998-03-16T00:00:00Z,F,M,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,21,30
c99b7682b609d391f16b2f70b5457949,2019-07-16T02:44:40Z,1989-08-03T00:00:00Z,M,F,Has no high school or college education,NA,"[{""companyDisplayed"":true,""titleDisplayed"":false,""title"":false}]",TRUE,FALSE,NA,NA,18,23
cbaa90b40a57cb9a6740bd5bcaebcf2d,2017-04-04T07:49:14Z,1995-10-01T00:00:00Z,M,F,Has high school and/or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Développeur Web""}]",FALSE,FALSE,NA,NA,20,27
cd630e28bf494750991619a5f00cb900,2020-04-05T06:13:47Z,1997-04-08T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,18,27
c97effa10b4dca25b7ca4f4ad9388706,2020-04-04T09:30:59Z,1996-03-01T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,TRUE,asdf,Danmark,20,27
be87c1716696efa264b76418054bb358,2019-04-25T19:24:44Z,1994-09-27T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""NTNU""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Software Engineer""}]",TRUE,TRUE,Oslo,Norway,20,27
cef50ce50692bb1260ae383c8e2a029c,2014-05-06T21:04:15Z,1988-03-01T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,FALSE,NA,NA,18,38
d5364695c40e3057a0cd377cbf21d915,2020-02-23T09:20:56Z,2000-08-25T00:00:00Z,F,M and F,Has no high school or college education,NA,[],FALSE,TRUE,NA,NA,18,22
d0eb70f6adc9b3a957573b2cd0834604,2019-07-07T00:45:40Z,1996-12-29T00:00:00Z,F,M and F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_12167"",""name"":""University of Alberta""}]",[],TRUE,TRUE,Edmonton,AB,22,30
f1e05ea3835fd931449971bda301713d,2016-11-10T22:12:09Z,1998-08-19T00:00:00Z,M,F,Has high school and/or college education,[],[],TRUE,TRUE,Seattle,Washington,18,23
ec8e335c7f9c46f2719b4e95276b9213,2014-06-22T05:14:20Z,1994-01-09T00:00:00Z,M,F,Has high school and/or college education,[],[],FALSE,FALSE,Munich,Germany,18,30
dcbbdea918ea83820eef63a0f07bbfb2,2018-04-16T19:25:28Z,1993-04-08T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,München,Bayern,18,35
df8f8689fb3a2ad08173b79f6c0d1fc6,2020-04-28T20:34:04Z,1995-10-10T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,18,25
df9f212778953af42299232ab4e32cba,2019-06-10T23:20:05Z,2001-04-21T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_337800"",""name"":""University of Pennsylvania""}]",[],FALSE,FALSE,NA,NA,19,23
f1c77c17da0b2d947fae38d917c0d535,2019-06-23T19:59:37Z,2000-06-16T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,FALSE,Saint-Maur-des-Fossés,France,18,21
e7b22665d75a03a0364a5a60281dcb3a,2017-08-06T16:20:13Z,1992-03-28T00:00:00Z,M,F,Has high school and/or college education,[],[],TRUE,FALSE,NA,NA,24,31
f53192d066ece7af652a69a17532f061,2020-05-17T14:13:11Z,1996-09-13T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,18,40
eeb17b87605691c1748fa6e1217860d0,2019-06-09T02:44:00Z,1996-10-29T00:00:00Z,F,M and F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_207700"",""name"":""Johns Hopkins University""}]",[],TRUE,TRUE,NA,NA,22,30
e33a8d4fe34f9a7769b2b7db9d655655,2019-11-24T11:44:09Z,1987-02-07T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Basel,Switzerland,23,35
d81b5d32c63759d8a91b6ca430e45748,2014-03-08T09:22:54Z,1996-07-24T00:00:00Z,F,M,Has high school and/or college education,"[{""displayed"":true,""id"":""102657818085"",""name"":""University of California, Riverside"",""type"":""College""}]",[],FALSE,FALSE,NA,NA,21,25
e5cf4adde29062b8b85ca31726d5c73f,2020-03-03T12:22:52Z,1994-01-04T00:00:00Z,F,M,Has no high school or college education,NA,[],TRUE,FALSE,Seongnam-si,South Korea,24,30
ebaa9ab3c1b0c36c54ed8b3079213a62,2020-01-07T04:15:54Z,1996-04-05T00:00:00Z,F,M and F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_12210"",""name"":""York University""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Property Manager""}]",TRUE,TRUE,Toronto,ON,24,30
436c6643196d7c2f1563d3662ac10ab7,2018-11-09T00:50:15Z,1989-11-14T00:00:00Z,F,M,Has no high school or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Content marketing consultant""}]",TRUE,FALSE,Pompano Beach,FL,26,36
0f9753e59e69c0965c2418d56d047676,2014-02-02T05:39:56Z,1993-02-19T00:00:00Z,M,F,Has high school and/or college education,[],[],FALSE,FALSE,NA,NA,20,40
2a589b48b66eed314ea98672852d33de,2019-06-09T02:52:48Z,1996-12-30T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,TRUE,Wellington,New Zealand,20,1000
2db8f3512addaf8fa83df76ad09d931e,2018-12-06T02:57:13Z,1994-07-26T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_309000"",""name"":""The Ohio State University""}]","[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Software developer""}]",FALSE,TRUE,Columbus,OH,21,30
1ac53ffae85b2a82cc85cc5fbe07e0dc,2020-07-07T23:00:00Z,1999-02-01T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""University of Oxford""}]",[],FALSE,TRUE,NA,NA,19,24
48577c92e4c59d8603d6cdc4fe04f221,2019-11-29T16:40:23Z,1997-10-23T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,NA,NA,21,22
405e109c8904421b0c98955f31a04d46,2019-03-26T03:54:12Z,1994-10-21T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,TRUE,NA,NA,18,30
991c1db658fff09f3505a1399e07185a,2020-08-15T05:39:25Z,1995-07-10T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,20,28
1429e542fc9135be6f100bac9766c698,2020-07-26T06:31:54Z,1993-01-06T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Debrecen,Magyarország,18,30
66d6359183404315a1e90fdc4fa51fb2,2020-02-01T23:09:51Z,1995-11-11T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,18,30
af76185e511a45328a4cd6a7c5360fff,2020-08-02T12:43:23Z,1994-02-12T00:00:00Z,M,F,Has no high school or college education,[],[],TRUE,FALSE,Mannheim,Deutschland,18,35
b0c4f6e51b7633b7c5eb182f67d6602f,2018-06-04T00:01:36Z,1995-01-01T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Roanoke,Virginia,23,50
a985514a25cfa2eb21b1f1f6e1fbe36a,2019-09-11T08:22:14Z,1992-11-11T00:00:00Z,M,F,Has no high school or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Writer""}]",FALSE,FALSE,NA,NA,18,26
f1d02c9b075e10f6e52ea435ae508bfe,2019-12-10T18:09:27Z,2000-01-01T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""int_25100"",""name"":""University of Oxford""}]",[],FALSE,FALSE,Central,"Hong Kong SAR, China",18,23
00b113ee72d90509f1ae8589044076ee,2018-06-10T17:48:39Z,1996-07-12T00:00:00Z,NA,NA,Has no high school or college education,[],[],FALSE,FALSE,Prague,Czechia,18,100
70713028344f515a384235d571dfff88,2020-05-04T13:40:19Z,1993-06-12T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,21,31
ffc7f549d9a2899b7e70e3df5ff6e60a,2015-10-16T20:44:24Z,1996-07-16T00:00:00Z,M,F,Has high school and/or college education,[],"[{""companyDisplayed"":true,""titleDisplayed"":false,""title"":false}]",TRUE,FALSE,Swindon,United Kingdom,21,45
6d172ab71f6eeef43aa3ab44c4d62370,2020-02-29T00:48:46Z,1996-05-16T00:00:00Z,M,F,Has no high school or college education,NA,[],TRUE,TRUE,Swindon,United Kingdom,18,1000
7ae835c11c4907e9c87c7ba9b70dc4a4,2017-04-24T13:49:32Z,1997-04-24T00:00:00Z,F,M,Has no high school or college education,NA,[],FALSE,TRUE,NA,NA,22,32
4bfe95db9208e17a08be783053653ad4,2015-07-31T09:23:49Z,1993-04-13T00:00:00Z,M,F,Has high school and/or college education,NA,[],TRUE,FALSE,Toronto,ON,18,29
9bf041dbcb43abf3013bd82e4f797bfa,2020-08-21T02:02:26Z,1993-05-14T00:00:00Z,M,F,Has no high school or college education,NA,[],FALSE,FALSE,Toronto,ON,23,32
72983c8b1a776df2254aae4009f163c3,2020-02-08T01:36:56Z,1997-09-22T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""metadata_id"":""ope_283700"",""name"":""University at Buffalo""}]",[],FALSE,TRUE,NA,NA,18,25
9a2aa467dfd9d2ac51b1e79d231b0c00,2020-09-19T10:06:57Z,1989-11-15T00:00:00Z,F,M,Has no high school or college education,"[{""displayed"":true,""name"":""The University of Waikato""}]",[],FALSE,FALSE,Wellington,New Zealand,28,40
771ff787187ee8e81613638378bc7952,2020-06-09T18:14:36Z,1994-03-11T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""Università commerciale Luigi Bocconi""}]",[],FALSE,FALSE,NA,NA,18,1000
4d4e9216bb1f09b20f2867e7e3572f96,2019-12-08T18:36:52Z,1998-12-07T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,18,24
2e1194e9fa3359384540d4a5641330a8,2016-05-22T21:04:59Z,1997-02-10T00:00:00Z,F,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,21,35
b4e6d6a79b772f28ef4ee5a18da94a47,2019-08-28T03:09:55Z,1990-10-03T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,NA,NA,21,30
5b0b399591447ee8ce275a65110f24ee,2019-07-06T13:53:08Z,1986-04-30T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Zürich,Schweiz,20,34
e0b9cc0d6082d718b101d3f91a837b99,2015-10-31T02:00:55Z,1988-10-17T00:00:00Z,M,F,Has high school and/or college education,"[{""displayed"":true,""id"":""127749640580187"",""name"":""anahuac"",""type"":""College""}]","[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Socio""}]",FALSE,FALSE,Mérida,Yucatán,24,54
d22fd43e901d0df2863a37aa30124efe,2019-08-06T19:39:14Z,1997-11-11T00:00:00Z,M,F,Has no high school or college education,[],[],FALSE,FALSE,Odense,Danmark,18,1000
3b56a7c20ee07e6c472f3b021e76e244,2020-10-04T18:36:33Z,2002-02-08T00:00:00Z,M,F,Has no high school or college education,"[{""displayed"":true,""name"":""k.k shah jarodwala maninagar science college ""}]",[],FALSE,TRUE,Ahmedabad,Gujarat,18,25
39d771347616f1c9d1cdff7da19fc0c4,2011-02-06T18:07:33Z,1905-01-01T00:00:00Z,M,F,Has high school and/or college education,[],[],FALSE,FALSE,Gofuckurself,California,22,25
6bb73fcf408f271bb69e38c782a0c6e4,2017-01-13T12:10:37Z,1992-03-21T00:00:00Z,M,F,Has high school and/or college education,[],[],TRUE,TRUE,NA,NA,19,26
484858c0a7f95ea29e16dfd0e0a9970b,2018-06-09T07:50:40Z,1989-06-14T00:00:00Z,M,F,Has no high school or college education,NA,"[{""companyDisplayed"":true,""titleDisplayed"":true,""title"":""Manager""}]",FALSE,FALSE,Pasadena,CA,21,26
1746540fcc00b58425678fe830e520c5,2015-07-05T23:23:15Z,1988-07-25T00:00:00Z,M,F,Has no high school or college education,NA,"[{""companyDisplayed"":false,""titleDisplayed"":true,""title"":""Software Engineer""}]",FALSE,FALSE,Vancouver,BC,24,35
